fecha,Crédito SF sector privado,Crédito empresarial,Crédito consumo,Crédito hipotecario,Tasa activa TAMN,Tasa pasiva TIPMN,Tasa referencia BCRP,Tipo de cambio,Índice BVL,IPC Lima,PBI desestacionalizado,Demanda interna,Reservas internacionales,Liquidez M1,Liquidez M2,Liquidez M3,Tasa interbancaria,IPC Subyacente,embi_peru
2017-12-01,321094.05625408,178066.20245056,63160.74624,44081.16548,15.7974,2.461,3.25,3.24618421052632,19974.38,88.4819074367963,163.478734704822,187.512040773743,63621.048,81713.061958,360722.887608,471536.35284648,3.2568,90.3019086690335,135.9047619047619
2018-01-01,318754.24597424,177999.43782864,63419.2024,44220.3256,15.8884,2.4206,3.0,3.21516666666667,21068.89,88.594648523903,164.625418244199,166.786701089637,64289.571,81632.734412,367253.835083,481066.57291732,3.0962,90.4499777402511,122.47826086956522
2018-02-01,321449.55482326,178548.91072864,64235.7228,44580.8032,15.6932,2.3446,3.0,3.248375,20831.78,88.8163305147703,164.070012767263,164.846098476576,61884.723,82079.041439,366457.62015,479579.2955355,3.0108,90.5694155315222,132.15
2018-03-01,323322.25347938,175543.52640728,66976.8172,46740.0024,15.1135,2.2861,2.75,3.2519,20558.84,89.2489764935573,166.034039946672,173.496545023774,62032.209,82806.081482,367157.596203,479568.24501265,2.8079,91.26778993824,147.04545454545453
2018-04-01,327114.0824945,181476.56335056,65466.1804,45125.5424,14.347,2.2337,2.75,3.230625,21428.86,89.1266401691656,169.076280896417,184.482806015607,60190.453,80278.524814,366314.035804,477254.5849,2.7517,91.3951902489292,145.23809523809524
2018-05-01,331837.00986428,182903.96767456,66403.6892,45565.5792,14.0677,2.1994,2.75,3.27361363636364,20814.29,89.1430886514034,170.022336280805,187.116325957943,60065.197,83040.350806,365719.43789,478781.39628515,2.7579,91.5778765243365,157.69565217391303
2018-06-01,331565.81901987,183488.12976248,67109.2756,45998.4856,14.0947,2.26,2.75,3.27095,19800.26,89.440878461853,166.22905507239,171.250538229782,59079.349,81794.401832,365063.982982,477510.26528011,2.7849,91.9182112068105,163.33333333333334
2018-07-01,333876.43486295,184449.36197496,67358.7628,46157.1408,14.0626,2.2606,2.75,3.27659523809524,20485.72,89.7832456102935,164.593299953497,177.919786516905,60796.978,83131.527317,372670.632199,485187.94242871,2.7428,92.1027965931542,150.95454545454547
2018-08-01,336097.9131313,184713.71300808,68311.432,46470.464,14.2242,2.2616,2.75,3.28807142857143,19443.11,89.9015505324364,166.14976409944,180.209899755051,60274.824,85509.209582,374234.797761,486127.0109157,2.7502,92.2269699948199,149.2608695652174
2018-10-01,343193.9239974,187062.18778276,69883.3772,47362.7756,14.1619,2.3381,2.75,3.33390909090909,18909.4,90.1474507938922,168.33848482974,188.588099743307,58492.225,86488.083924,371748.006764,486876.96081449,2.7694,92.4167939987429,142.69565217391303
2018-11-01,347077.69660628,188664.07234508,70767.0616,47765.0752,14.2185,2.353,2.75,3.374675,19180.97,90.2578255325897,169.283093968319,179.061087402049,59387.055,88140.480607,379005.571883,493875.75330588,2.7525,92.5074913277314,156.86363636363637
2018-12-01,349892.62483718,191604.0561566,71455.8288,48049.2324,14.2958,2.3594,2.75,3.36402631578947,19350.4,90.4218937443323,170.369015603978,193.332173656755,60121.268,92197.84568,382685.610091,498188.94512509,2.7544,92.6224520028581,163.42857142857142
