fecha,Crédito sector privado,Crédito hipotecario,Crédito consumo,Crédito en ME,Tasa activa (TAMN),Tasa referencia BCRP,Tipo de cambio S//$,PBI (índice),Demanda interna
2016-01-01,3.43865,3.437325,3.43885,3.4358,16.2358,4.0,3.437325,153.366711603022,161.31231161896
2016-02-01,3.50695714285714,3.50590476190476,3.50752380952381,3.50428571428571,16.1293,4.25,3.50590476190476,155.387714816724,160.737066118837
2016-03-01,3.40692857142857,3.40738095238095,3.40980952380952,3.40495238095238,16.0516,4.25,3.40738095238095,157.356675631232,168.431804130181
2016-04-01,3.3011,3.30154761904762,3.30333333333333,3.2997619047619,15.9873,4.25,3.30154761904762,154.904926413332,169.621856793237
2016-05-01,3.33468181818182,3.33372727272727,3.33618181818182,3.33127272727273,16.0206,4.25,3.33372727272727,154.278866546778,170.169310581133
2016-06-01,3.3161,3.31657142857143,3.31842857142857,3.31471428571429,16.2,4.25,3.31657142857143,155.820144927354,171.855660782316
2016-07-01,3.29947368421053,3.29873684210526,3.30073684210526,3.29673684210526,16.3787,4.25,3.29873684210526,157.861774636052,166.72195589929
2016-08-01,3.33382727272727,3.33304545454545,3.33536363636364,3.33072727272727,16.4984,4.25,3.33304545454545,158.159984471911,171.542712209298
2016-09-01,3.38245909090909,3.38229545454546,3.38445454545455,3.38013636363636,16.8447,4.25,3.38229545454546,157.982713988178,172.903078821028
2016-10-01,3.38601904761905,3.38595238095238,3.38771428571429,3.38419047619048,17.0642,4.25,3.38595238095238,156.937610169725,169.791988192577
2016-11-01,3.40348947368421,3.40289473684211,3.40515789473684,3.40063157894737,17.0273,4.25,3.40289473684211,158.314862252382,171.549842347942
2016-12-01,3.39542380952381,3.39535714285714,3.39795238095238,3.39276190476191,17.1565,4.25,3.39535714285714,160.504522776752,183.129455496311
2017-01-01,3.33987272727273,3.34,3.34190909090909,3.33809090909091,17.7387,4.25,3.34,159.998577212189,162.117410450866
2017-02-01,3.259575,3.259825,3.26185,3.2578,17.0679,4.25,3.259825,159.533281818095,155.133207779009
2017-03-01,3.26398260869565,3.26373913043478,3.26547826086956,3.262,16.9577,4.25,3.26373913043478,157.127308110684,171.683194804427
2017-04-01,3.24775555555556,3.24736111111111,3.24877777777778,3.24594444444444,16.844,4.25,3.24736111111111,158.607742719969,170.469762695294
2017-05-01,3.27346363636364,3.27286363636364,3.27454545454546,3.27118181818182,16.7794,4.0,3.27286363636364,159.641027378146,175.268237642791
2017-06-01,3.267975,3.2678,3.26945,3.26615,17.084,4.0,3.2678,162.15553345217,168.979831037767
2017-07-01,3.24937368421053,3.24892105263158,3.25047368421053,3.24736842105263,17.0961,3.75,3.24892105263158,161.172272080632,176.150212040723
2017-08-01,3.24155909090909,3.24143181818182,3.24281818181818,3.24004545454545,16.9332,3.75,3.24143181818182,162.512303480914,174.675397583176
2017-09-01,3.24652380952381,3.24616666666667,3.24757142857143,3.24476190476191,16.6457,3.5,3.24616666666667,163.540799118914,171.727151222617
2017-10-01,3.25129545454545,3.25104545454545,3.25245454545455,3.24963636363636,16.4035,3.5,3.25104545454545,162.00215700662,181.743190960365
2017-11-01,3.24079047619048,3.24052380952381,3.24233333333333,3.23871428571428,16.1023,3.25,3.24052380952381,161.436631654669,176.180842087037
2017-12-01,3.2465,3.24618421052632,3.24831578947368,3.24405263157895,15.7974,3.25,3.24618421052632,163.478734704822,187.512040773743
